CALENDAR DATE,CALENDAR TIME,SYMBOL,LAST PRICE,LAST SHARES,SIDE
7/24/2009,40018.30212,F2 CL\U09,67.3,1,0
7/24/2009,40018.30212,F2 CL\U09,67.3,1,0
7/24/2009,40018.30906,F2 CL\U09,67.29,2,1
7/24/2009,40018.30906,F2 CL\U09,67.29,1,1
7/24/2009,40018.32295,F2 CL\U09,66.95,1,1
7/24/2009,40018.32996,F2 CL\U09,67.16,2,0
7/24/2009,40018.32996,F2 CL\U09,67.16,3,0
7/24/2009,40018.33337,F2 CL\U09,67.1,1,1
7/24/2009,40018.33337,F2 CL\U09,67.1,1,1
7/24/2009,40018.33337,F2 CL\U09,67.1,1,1
7/24/2009,40018.33337,F2 CL\U09,67.1,1,1
7/24/2009,40018.34032,F2 CL\U09,66.82,1,1
7/24/2009,40018.35074,F2 CL\U09,66.77,1,1
7/24/2009,40018.35074,F2 CL\U09,66.77,1,1
7/24/2009,40018.35074,F2 CL\U09,66.77,1,1
7/24/2009,40018.35074,F2 CL\U09,66.77,1,1
7/24/2009,40018.35074,F2 CL\U09,66.77,1,1
7/24/2009,40018.35607,F2 CL\U09,66.95,1,0
7/24/2009,40018.35607,F2 CL\U09,66.95,3,0
7/24/2009,40018.36137,F2 CL\U09,67.22,2,0
7/24/2009,40018.37853,F2 CL\U09,66.98,1,1
7/24/2009,40018.37853,F2 CL\U09,66.98,1,1
7/24/2009,40018.38546,F2 CL\U09,67.11,1,0
7/24/2009,40018.38546,F2 CL\U09,67.11,1,0
7/24/2009,40018.38546,F2 CL\U09,67.11,2,0
7/24/2009,40018.38546,F2 CL\U09,67.11,2,0
7/24/2009,40018.38892,F2 CL\U09,67.02,4,1
7/24/2009,40018.3994,F2 CL\U09,67.2,1,0
7/24/2009,40018.40281,F2 CL\U09,67.13,1,0
7/24/2009,40018.40281,F2 CL\U09,67.13,2,0
7/24/2009,40018.40721,F2 CL\U09,67.42,1,1
7/24/2009,40018.40977,F2 CL\U09,67.24,4,1
7/24/2009,40018.41324,F2 CL\U09,67.16,1,0
7/24/2009,40018.41324,F2 CL\U09,67.16,1,0
7/24/2009,40018.41324,F2 CL\U09,67.16,1,0
7/24/2009,40018.41324,F2 CL\U09,67.16,1,0
7/24/2009,40018.4167,F2 CL\U09,66.89,1,1
7/24/2009,40018.4167,F2 CL\U09,66.89,1,1
7/24/2009,40018.4167,F2 CL\U09,66.89,1,1
7/24/2009,40018.4167,F2 CL\U09,66.89,1,1
7/24/2009,40018.42018,F2 CL\U09,66.75,2,1
7/24/2009,40018.42018,F2 CL\U09,66.75,1,1
7/24/2009,40018.42018,F2 CL\U09,66.75,1,1
7/24/2009,40018.42712,F2 CL\U09,66.9,1,0
7/24/2009,40018.42712,F2 CL\U09,66.9,2,0
7/24/2009,40018.4306,F2 CL\U09,66.93,1,0
7/24/2009,40018.43406,F2 CL\U09,67.01,1,0
7/24/2009,40018.44449,F2 CL\U09,66.92,1,1
7/24/2009,40018.44449,F2 CL\U09,66.92,1,1
7/24/2009,40018.44795,F2 CL\U09,66.92,1,0
7/24/2009,40018.45143,F2 CL\U09,67.07,1,0
7/24/2009,40018.4549,F2 CL\U09,67,1,1
7/24/2009,40018.4549,F2 CL\U09,67,1,1
7/24/2009,40018.46186,F2 CL\U09,67.07,1,0
7/24/2009,40018.46186,F2 CL\U09,67.06,1,0
7/24/2009,40018.47226,F2 CL\U09,67.43,1,0
7/24/2009,40018.47226,F2 CL\U09,67.43,1,0
7/24/2009,40018.47226,F2 CL\U09,67.43,1,0
7/24/2009,40018.47574,F2 CL\U09,67.43,1,0
7/24/2009,40018.48267,F2 CL\U09,67.26,1,1
7/24/2009,40018.48267,F2 CL\U09,67.26,1,1
7/24/2009,40018.48267,F2 CL\U09,67.26,1,1
7/24/2009,40018.48267,F2 CL\U09,67.26,1,1
7/24/2009,40018.4931,F2 CL\U09,67.35,1,0
7/24/2009,40018.4931,F2 CL\U09,67.35,1,0
7/24/2009,40018.4931,F2 CL\U09,67.35,1,0
7/24/2009,40018.50005,F2 CL\U09,67.55,1,1
7/24/2009,40018.50005,F2 CL\U09,67.55,1,1
7/24/2009,40018.50005,F2 CL\U09,67.55,1,1
7/24/2009,40018.50357,F2 CL\U09,67.4,1,0
7/24/2009,40018.50515,F2 CL\U09,67.4,1,0
7/24/2009,40018.50515,F2 CL\U09,67.4,1,0
7/24/2009,40018.51393,F2 CL\U09,67.22,3,1
7/24/2009,40018.51741,F2 CL\U09,67.28,1,0
7/24/2009,40018.52087,F2 CL\U09,67.36,1,0
7/24/2009,40018.52088,F2 CL\U09,67.36,1,0
7/24/2009,40018.52088,F2 CL\U09,67.36,1,0
7/24/2009,40018.54171,F2 CL\U09,67.39,1,0
7/24/2009,40018.54171,F2 CL\U09,67.39,1,0
7/24/2009,40018.54171,F2 CL\U09,67.38,1,0
7/24/2009,40018.54865,F2 CL\U09,67.37,1,1
7/24/2009,40018.54865,F2 CL\U09,67.37,1,1
7/24/2009,40018.54865,F2 CL\U09,67.37,1,1
7/24/2009,40018.5556,F2 CL\U09,67.53,1,1
7/24/2009,40018.5556,F2 CL\U09,67.54,1,1
7/24/2009,40018.5556,F2 CL\U09,67.54,1,1
7/24/2009,40018.56263,F2 CL\U09,67.64,1,1
7/24/2009,40018.56601,F2 CL\U09,67.87,1,1
7/24/2009,40018.56949,F2 CL\U09,67.87,1,0
7/24/2009,40018.57299,F2 CL\U09,67.76,2,0
7/24/2009,40018.57643,F2 CL\U09,67.9,1,1
7/24/2009,40018.57643,F2 CL\U09,67.9,1,1
7/24/2009,40018.58337,F2 CL\U09,68.08,1,0
7/24/2009,40018.59379,F2 CL\U09,68.08,1,0
7/24/2009,40018.59736,F2 CL\U09,67.97,3,0
7/24/2009,40018.60198,F2 CL\U09,67.99,1,0
7/24/2009,40018.6042,F2 CL\U09,68.04,4,1
7/24/2009,40018.60768,F2 CL\U09,67.9,3,0
7/24/2009,40018.60768,F2 CL\U09,67.9,1,0
7/24/2009,40018.61115,F2 CL\U09,67.87,1,1
7/24/2009,40018.61115,F2 CL\U09,67.87,1,1
7/24/2009,40018.61115,F2 CL\U09,67.87,1,1
7/24/2009,40018.61115,F2 CL\U09,67.87,1,1
7/24/2009,40018.61115,F2 CL\U09,67.87,1,1
7/24/2009,40018.61463,F2 CL\U09,67.92,3,0
7/24/2009,40018.6181,F2 CL\U09,67.93,1,1
7/24/2009,40018.62157,F2 CL\U09,67.88,1,0
7/24/2009,40018.62505,F2 CL\U09,67.97,1,1
7/24/2009,40018.63198,F2 CL\U09,67.84,1,0
7/24/2009,40018.63546,F2 CL\U09,67.95,1,1
7/24/2009,40018.64588,F2 CL\U09,68.02,1,1
7/24/2009,40018.66323,F2 CL\U09,68.11,1,1
7/24/2009,40018.66687,F2 CL\U09,68.08,1,0
7/24/2009,40018.67018,F2 CL\U09,68.15,1,1
7/24/2009,40018.67713,F2 CL\U09,68.06,1,0
7/24/2009,40018.67713,F2 CL\U09,68.06,2,0
